app_name,price,id,developer,principal_genre,principal_tag,principal_spec,release_year
Rocksmith® 2014 – Variety Song Pack I,9.99,436622,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
TransOcean 2: Rivals,24.99,350110,Deck13 Hamburg,Simulation,Simulation,Single-player,2016
"LEGO® MARVEL's Avengers DLC - All-New, All-Different Doctor Strange Pack",2.99,449391,"Traveller's Tales,TT Games,Feral Interactive (Mac)",Action,Action,Single-player,2016
March of the Living - Soundtrack,1.99,470230,"Benedict Nichols,Machine 22",Adventure,Strategy,Single-player,2016
Assassins vs Pirates,7.99,425150,DEADBIT,Action,Action,Multi-player,2016
Rocksmith® 2014 – The Presidents of the United States of America - “Peaches”,2.99,436618,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Nazareth - “Hair of the Dog”,2.99,436621,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Arch Enemy - “Nemesis”,2.99,436620,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Dungeon of Zolthan,0.99,463220,Robert Alvarez,Action,Indie,Single-player,2016
I and Me Original Soundtrack,0.0,471450,Wish Fang,Action,Action,Single-player,2016
Chaos,3.99,452110,Sin dato,Sin dato,Movie,Captions available,2008
OddPlanet,6.99,465930,Indievision,Adventure,Adventure,Single-player,2016
Parasite,1.99,464190,Sin dato,Sin dato,Movie,Sin dato,2004
Super Mega Neo Pug,0.99,469730,"SnowFlame,Back To Basics Gaming",Action,Action,Single-player,2016
Blues and Bullets - Episode 2,4.99,384380,A Crowd of Monsters,Adventure,Adventure,Single-player,2015
SUPER IMPOSSIBLE ROAD,12.99,444670,WONDERFUL LASERS,Action,Early Access,Single-player,2016
The Deed: Dynasty,2.99,460960,Pilgrim Adventures,Adventure,Adventure,Single-player,2016
GOD's DEATH,3.99,466580,Marco Tancredi,Indie,RPG,Single-player,2016
Natural Selection 2 - Shadow Fade,4.99,471240,Unknown Worlds Entertainment,Action,Strategy,Multi-player,2016
Hyper Bowling VR,4.99,469560,Sin dato,Sin dato,Casual,Single-player,2017
Impossible Geometry,1.99,406670,"Burnin Ape,Onivia Games",Adventure,Indie,Single-player,2016
Riff Racer - Race Your Music!,9.99,351990,FOAM Entertainment,Casual,Racing,Single-player,2016
Train Simulator: Clear Creek Narrow Gauge Route Add-On,39.99,325976,Milepost Simulations,Simulation,Simulation,Single-player,2016
VRC PRO Deluxe Off-road tracks 3,9.99,453060,Virtual Racing Industries Ltd.,Action,Action,Single-player,2016
Neon Space,0.99,468490,Just1337 Studio,Action,Indie,Single-player,2016
Grimsfield,3.99,447000,Adam Wells,Adventure,Adventure,Single-player,2016
Rocket Fist,4.99,413500,"Daniel Snd,Thiago Adamo,Bitten Toast Games Inc.",Action,Action,Single-player,2016
WAKFU - Ogrest Anime Pack,19.99,451110,Ankama Studio,Adventure,Massively Multiplayer,Multi-player,2016
FINAL FANTASY X/X-2 HD Remaster,29.99,359870,Square Enix,RPG,JRPG,Single-player,2016
New Yankee in Santa's Service,4.99,462580,Rionix,Casual,Strategy,Single-player,2016
Neon Drive,9.99,433910,Fraoula,Action,Great Soundtrack,Single-player,2016
Princess Isabella: The Rise of an Heir,9.99,466490,"Gogii Games,World-Loom",Adventure,Adventure,Single-player,2016
PAYDAY 2: Sydney Character Pack,8.866131486539212,468410,OVERKILL - a Starbreeze Studio.,Action,Action,Single-player,2016
Insincere,3.99,467000,Astronomic Games,Action,Indie,Single-player,2016
Mini's Magic World,6.99,449420,Magory.net,Action,Action,Single-player,2016
XCOM 2: Alien Hunters,9.99,433090,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy,Strategy,Single-player,2016
Mini's Magic World - Soundtrack,2.99,470770,Magory.net,Action,Action,Single-player,2016
Goliath - Original Soundtrack,4.99,433200,Whalebox Studio,Action,Action,Single-player,2016
Goliath,11.99,363520,Whalebox Studio,Action,Action,Single-player,2016
Summit Kragg Promo,1.99,456600,Dan Fornace,Indie,Indie,Multi-player,2016
After Dark Horrorfest 4: The Graves,3.99,450200,Sin dato,Sin dato,Movie,Captions available,2010
After Dark Original: Asylum,3.99,450260,Sin dato,Sin dato,Movie,Captions available,2015
Observatory: A VR Variety Pack,9.99,414810,Sin dato,Sin dato,Early Access,Single-player,2017
After Dark Originals: Bedlam,3.99,450270,Sin dato,Sin dato,Movie,Captions available,2015
Madness Cubed,2.99,453270,nobodyshot,Action,Action,Single-player,2016
After Dark Originals: Dark Circles,3.99,450280,Sin dato,Sin dato,Movie,Captions available,2013
After Dark Originals: Fertile Ground,3.99,450300,Sin dato,Sin dato,Movie,Captions available,2011
After Dark Originals: Sanatorium,3.99,450310,Sin dato,Sin dato,Movie,Captions available,2014
7 Assassins,3.99,446690,Sin dato,Sin dato,War,Captions available,2014
After Dark Original: Area 51,3.99,450230,Sin dato,Sin dato,Movie,Captions available,2011
After Dark Horrorfest 4: Dread,3.99,421320,Sin dato,Sin dato,Horror,Captions available,2010
Dragon Blade,3.99,452140,Sin dato,Sin dato,Movie,Captions available,2015
FIVE: Guardians of David Comics,0.0,466380,Kingdom Games,Action,Action,Single-player,2016
Fire with Fire,3.99,452160,Sin dato,Sin dato,Movie,Captions available,2012
Extract,3.99,452150,Sin dato,Sin dato,Movie,Captions available,2010
Ghost Dog: The Way of the Samurai,3.99,452270,Sin dato,Sin dato,Movie,Captions available,2000
The Fog,3.99,452170,Sin dato,Sin dato,Movie,Captions available,2002
Gangs of New York,3.99,452260,Sin dato,Sin dato,Movie,Captions available,2003
The Graduate,3.99,452300,Sin dato,Sin dato,Movie,Captions available,1998
The Haunting in Connecticut,3.99,452350,Sin dato,Sin dato,Movie,Captions available,2009
Gutshot Straight,3.99,452330,Sin dato,Sin dato,Movie,Captions available,2014
Katt Williams: Pimpadelic,3.99,452370,Sin dato,Sin dato,Movie,Captions available,2009
Made,3.99,452380,Sin dato,Sin dato,Movie,Captions available,2001
Highlander: Endgame,3.99,452360,Sin dato,Sin dato,Movie,Captions available,2004
Spellweaver - Vampire Overlord Deck,4.99,464330,Dream Reactor,Free to Play,Strategy,Single-player,2016
The House in Fata Morgana,24.99,303310,Novectacle,Adventure,Visual Novel,Single-player,2016
Sketchfab VR,8.866131486539212,464940,Sin dato,Sin dato,Adventure,Single-player,2017
Spellweaver - Soldier Reverence Deck,4.99,465230,Dream Reactor,Free to Play,Strategy,Single-player,2016
The House in Fata Morgana Original Soundtrack,11.99,458790,Novectacle,Adventure,Adventure,Single-player,2013
Sins Of The Demon RPG,1.99,461640,Chandler Rounsley,Action,RPG,Single-player,2016
Autumn,2.99,473520,Nuno Donato,Casual,Casual,Single-player,2014
Gal-X-E,1.99,473510,NodziGames,Action,Casual,Single-player,2016
SMASHING THE BATTLE,11.99,467930,STUDIO HG,Action,Action,Single-player,2016
Incident at Loch Ness,7.49,427400,Sin dato,Sin dato,Movie,Captions available,2004
Forge of Gods: Spring Rush Pack,24.99,462660,Panoramik Inc,Free to Play,RPG,Multi-player,2016
Race & Destroy,1.99,466210,AngryAngelGames,Action,Racing,Single-player,2016
The Official AppGameKit Tier 2 Starter's Guide,14.99,473430,"Digital Skills,The Game Creators",Animation &amp; Modeling,Design & Illustration,Downloadable Content,2016
Fantasy Grounds - Call of Cthulhu: Secrets of San Francisco,13.99,471250,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2016
Evo Explores,3.99,467210,Kyrylo Kuzyk,Casual,Casual,Single-player,2016
The Center - ARK Expansion Map,0.0,473850,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",Action,Survival,Single-player,2016
Homefront®: The Revolution,29.99,223100,Dambuster Studios,Action,Action,Single-player,2016
Salt and Sanctuary,17.99,283640,Ska Studios,Action,Difficult,Single-player,2016
Overfall,14.99,402310,Pera Games,Indie,RPG,Single-player,2016
Homefront®: The Revolution - Expansion Pass,14.99,445990,Dambuster Studios,Action,Action,Single-player,2016
LEGO® MARVEL's Avengers DLC - Marvel’s Agents of S.H.I.E.L.D. Pack,2.99,449392,"Traveller's Tales,TT Games,Feral Interactive (Mac)",Action,Action,Single-player,2016
AdVenture Capitalist - Savvy Investor Bundle,9.99,471650,Hyper Hippo Games,Casual,Indie,Single-player,2016
Cosmic Dust & Rust,0.99,473560,16bit Nights,Action,Casual,Single-player,2016
Dirty Grandpa - Unrated,13.99,462470,Sin dato,Sin dato,Movie,Captions available,2016
TribeQuest: Red Killer,0.99,388830,IOZO GAMES,Casual,Early Access,Single-player,2016
SHOCK TROOPERS,7.99,366270,"SNK CORPORATION,DotEmu",Action,Action,Single-player,2016
Romopolis,3.99,471170,Lonely Troops,Casual,Strategy,Single-player,2009
Duskers,19.99,254320,Misfits Attic,Indie,Strategy,Single-player,2016
htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,9.99,368640,"Nippon Ichi Software, Inc.",Adventure,Adventure,Single-player,2016
Shoppe Keep - Original Soundtrack,4.99,473090,Arvydas Žemaitis,Adventure,Adventure,Single-player,2016
Sengoku Jidai – Genko MP skirmishes,1.99,461935,Byzantine Games,Strategy,Strategy,Single-player,2016
Time Machine VR,29.99,356180,Sin dato,Sin dato,VR,Single-player,2017
Arkshot,4.99,468800,Code Avarice,Action,Action,Multi-player,2016
Canis Belli,1.99,440150,Sin dato,Sin dato,Movie,Sin dato,2016
Retool OST,3.99,463610,Hut 90,Action,Strategy,Single-player,2016
Wargame Red Dragon - Nation Pack: Netherlands,5.99,443730,Eugen Systems,Strategy,Strategy,Single-player,2016
Retool,7.99,463440,Hut 90,Action,Strategy,Single-player,2016
Bitardia Cards: Memes of 2ch,0.0,448310,varlamov5264,Casual,Free to Play,Single-player,2016
Elite Dangerous: Commander Pack,11.99,475180,Frontier Developments,Action,Simulation,Single-player,2016
GiAnt - A GiAnt Soundtrack,2.99,472630,Wreck Tangle Games,Action,Action,Single-player,2016
One Troll Army: Costume Sets,1.99,453620,FlyAnvil,Indie,Strategy,Single-player,2016
VR Karts SteamVR,14.99,422640,Sin dato,Sin dato,Indie,Single-player,2017
Systematic Immunity,6.99,395100,Felix Wunderlich,Action,Action,Single-player,2016
GROOVY,3.99,372490,SGS Team,Action,Indie,Single-player,2016
Systematic Immunity OST,0.99,477830,Felix Wunderlich,Action,Action,Downloadable Content,2016
The Grandfather - Short Film and Desktop Wallpapers,0.0,466960,"MPR ART Hallucinations,David Szymanski",Adventure,Adventure,Single-player,2016
FSX: Steam Edition - Treasure Hunt Add-On,16.99,343961,Jane Rachel Whittaker,Simulation,Simulation,Single-player,2016
A Princess' Tale,3.99,461380,Warfare Studios,Adventure,Adventure,Single-player,2016
FireAlpaca SE,39.99,458750,PGN Inc,Design &amp; Illustration,Design & Illustration,Steam Trading Cards,2016
Survive in Space,4.99,467950,Just1337 Studio,Action,Action,Single-player,2016
Detective Hunt - Crownston City PD,4.99,464240,pixepob,Adventure,Adventure,Single-player,2016
METAGAL,3.99,467850,RetroRevolution,Action,Action,Single-player,2016
Panda Maypul,1.99,470691,Dan Fornace,Indie,Indie,Multi-player,2016
PixBit,1.99,466790,Hipix Studio,Action,Action,Single-player,2016
Genesis of Drones,0.99,364880,Chris Mailloux,Action,Action,Single-player,2016
Soulcaster: Part I & II,4.99,460970,MagicalTimeBean,Action,Indie,Single-player,2011
Grandpa's Table,4.99,471570,Kivano,Casual,Casual,Single-player,2016
Bridge Constructor Trains - Expansion Pack,2.99,463810,ClockStone,Casual,Indie,Single-player,2016
Surge,0.0,477130,Sin dato,Sin dato,Indie,Single-player,2017
Simutrans,8.866131486539212,434520,The Simutrans Team,Simulation,Simulation,Single-player,2016
LEGO® MARVEL's Avengers DLC - Spider-Man Character Pack,0.0,449394,"Traveller's Tales,TT Games,Feral Interactive (Mac)",Action,Action,Single-player,2016
Off the Record: The Linden Shades Collector's Edition,9.99,466020,Eipix Entertainment,Adventure,Adventure,Single-player,2016
The Mahjong Huntress,4.99,474910,Nawia Games,Adventure,Strategy,Single-player,2016
Age of Cavemen,0.0,454600,Fuero Games,Free to Play,Free to Play,Multi-player,2016
The Dolls: Reborn,4.99,473670,HUSH Interactive,Indie,Indie,Single-player,2016
Rocksmith® 2014 – Chevelle - “The Red”,2.99,436627,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Chevelle - “Vitamin R (Leading Us Along)”,2.99,436629,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Chevelle - “Hats Off to the Bull”,2.99,436628,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Chevelle Song Pack,7.99,436630,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Warriors' Wrath,2.99,466420,Storm Sharks Production,Action,Action,Single-player,2016
Panzer Corps: U.S. Corps '43,4.99,452981,"Flashback Games,The Lordz Games Studio",Strategy,Strategy,Single-player,2016
Panzer Corps: U.S. Corps '44-'45,4.99,452982,"Flashback Games,The Lordz Games Studio",Strategy,Strategy,Single-player,2016
OmniBus,9.99,415740,"Buddy Cops, LLC",Action,Indie,Single-player,2016
Gamma Bros 1.5,4.99,436470,Pixeljam,Action,Early Access,Single-player,2016
Ghrian,4.99,472740,GHRIAN STUDIO,Action,Action,Single-player,2016
Power & Revolution,49.99,467520,Eversim,Simulation,Strategy,Steam Achievements,2016
Sunken,9.99,405960,Hit the Crow,Action,Action,Single-player,2015
A Long Way Home,1.99,461030,Jonathan Mulcahy,Adventure,Casual,Single-player,2016
Forgotten Tales: Day of the Dead,9.99,453770,Green Sauce Games,Casual,Indie,Single-player,2016
Vairon's Wrath,12.99,453320,Myoubouh Corp,Action,RPG,Single-player,2016
Hyper Bounce Blast,4.99,407940,Flump Studios,Action,Action,Single-player,2016
Until I Have You OST,0.0,473660,Wormwood Studios,Indie,Indie,Single-player,2016
The Incredible Baron,4.99,441510,FlatRedBall,Adventure,Indie,Single-player,2016
WizardCraft,7.99,451900,David Mccue,Indie,Strategy,Single-player,2016
BUDDY,9.99,478210,Hoshko,Adventure,Indie,Single-player,2016
Call of Duty®: Black Ops III - C.O.D.E. Valor Calling Cards,3.99,470190,Treyarch,Action,Action,Single-player,2016
War for the Overworld - Heart of Gold Expansion,7.99,363990,Brightrock Games,Indie,Strategy,Single-player,2016
ZeGame,4.99,437520,"Jesper The End,Selle Sellink,New Hansen",Adventure,Indie,Single-player,2016
Idling to Rule the Gods,0.0,466170,Shugasu UG,Casual,Indie,Single-player,2016
DCS: SA342M Gazelle,49.99,411910,Polychop Simulations,Simulation,Simulation,Single-player,2016
Istrolid - Paint Job,9.99,472490,treeform,Free to Play,Free to Play,Single-player,2016
The HinterLands,2.99,454260,Ackmi,Action,Early Access,Single-player,2016
Diib's Dilemma,1.99,473840,Random Thoughts Enterainment,Action,RPG,Single-player,1999
Robot,14.99,465410,HellconX™ Games,Action,RPG,Single-player,2016
ParaKrieger,18.99,465570,HellconX™ Games,Action,Strategy,Single-player,2016
Kingdom Wars 2 - Soundtrack,3.99,476470,"Reverie World Studios, INC",Indie,Strategy,Single-player,2016
KNIGHTS,0.99,476240,Arzola's,Casual,Casual,Single-player,2016
Planar Conquest,19.99,449300,Wastelands Interactive,Indie,Strategy,Single-player,2016
"Resette's Prescription ~Book of memory, Swaying scale~",12.99,463460,Liz-Arts,Casual,Indie,Single-player,2016
Demetrios - Original Soundtrack,1.99,481490,COWCAT,Adventure,Adventure,Single-player,2016
Rocksmith® 2014 – Everclear - “Santa Monica”,2.99,436631,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
TRON RUN/r Outlands Pack,6.99,429462,Sanzaru Games Inc.,Action,Action,Single-player,2016
"Rocksmith® 2014 – Filter - “Hey Man, Nice Shot”",2.99,436632,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – 90s Mix Song Pack,7.99,436634,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Solitairica,9.99,463980,Righteous Hammer Games,Indie,Indie,Single-player,2016
The Way of Life Free Edition,0.0,310370,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",Free to Play,Free to Play,Single-player,2016
Renowned Explorers: More To Explore,7.49,460390,Abbey Games,Adventure,Indie,Single-player,2016
Glitchspace Original Soundtrack,4.99,483300,Space Budgie,Adventure,Adventure,Single-player,2016
Beyond Flesh and Blood,14.99,391550,Pixelbomb Games,Action,Early Access,Single-player,2016
Euro Truck Simulator 2 - Spanish Paint Jobs Pack,0.99,461241,SCS Software,Indie,Simulation,Single-player,2016
The NADI Project,0.0,474010,Monkeys Tales Studio,Adventure,Free to Play,Single-player,2016
Rocksmith® 2014 – Reel Big Fish - “Beer”,2.99,436633,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
FaceRig support for Leap Motion™ Controller,0.0,420825,Holotech Studios,Animation &amp; Modeling,Video Production,Downloadable Content,2016
FaceRig support for Intel® RealSense™,0.0,420824,Holotech Studios,Animation &amp; Modeling,Animation & Modeling,Downloadable Content,2016
Magma Tsunami,0.99,477290,StrangeLight Games,Indie,Indie,Single-player,2016
Runeous - PDF Artbook,1.99,487050,Novel Tea Games,Casual,Indie,Single-player,2016
Music Wars Empire,14.99,479100,Antuan Johnson,Indie,Simulation,Single-player,2016
Summer Sale,0.99,485890,Ductape studio,Simulation,Memes,Single-player,2016
Investigator,1.99,482300,AdroVGames,Adventure,Adventure,Single-player,2016
Arachnophobia,4.99,485270,Sin dato,Sin dato,Casual,Single-player,2017
Timore Inferno,4.99,486360,Vidas Salavejus,Action,Action,Single-player,2016
Projector Face,4.99,431850,Fluik Entertainment Inc,Adventure,Adventure,Single-player,2016
FSX: Steam Edition - Fairchild PT-26 Cornell Add-On,19.99,457080,FlySimWare,Simulation,Simulation,Single-player,2016
Golden Saki Pigtails,0.99,467031,TAMSOFT,Action,Action,Single-player,2016
Turmoil,9.99,361280,Gamious,Indie,Simulation,Single-player,2016
Brigador Deluxe DLC Upgrade,9.99,468280,"Stellar Jockeys,Gausswerks",Action,Action,Single-player,2016
Medieval Battlefields - Black Edition,9.99,459040,Cateia,Indie,Strategy,Single-player,2016
Galactic Civilizations III - Builders Kit DLC,0.0,455460,Stardock Entertainment,Indie,Strategy,Single-player,2016
The Battle for Sector 219,6.99,455200,Large Visible Machine,Indie,Strategy,Single-player,2016
Legend of Numbers,0.0,485760,YFC games,Casual,Casual,Single-player,2016
Call of Duty®: Black Ops III - The Giant Zombies Map,5.99,366849,Treyarch,Action,Action,Single-player,2016
Japanese Iris,0.99,464511,TAMSOFT,Action,Action,Single-player,2016
Golden Wavy Long 'Do,0.99,467030,TAMSOFT,Action,Action,Single-player,2016
Jet Spanglette (Black) & Jet Spanglette (Red),2.99,464522,TAMSOFT,Action,Action,Single-player,2016
Red Swan,0.99,464513,TAMSOFT,Action,Action,Single-player,2016
Strawberry Banana Surprise (X),1.99,482221,TAMSOFT,Action,Action,Single-player,2016
Strawberry Banana Surprise (Y),1.99,482222,TAMSOFT,Action,Action,Single-player,2016
Anima Gate of Memories,19.99,380750,Anima Project,Action,Action,Single-player,2016
Home Behind,5.99,467960,TPP Studio,Adventure,Adventure,Single-player,2016
